Wall time,Step,Value
1694609459.0844944,0,29.09897804260254
1694614092.8157115,1,17.499439239501953
1694618565.6531272,2,14.737397193908691
1694623020.7960706,3,13.220352172851562
1694627493.4686427,4,12.118486404418945
1694631963.1567128,5,11.405754089355469
1694636468.0440881,6,10.818290710449219
1694640906.8765488,7,10.377097129821777
1694645339.2484457,8,9.987940788269043
1694649790.687183,9,9.641121864318848
1694654222.8430822,10,9.447090148925781
1694658661.6702492,11,9.250587463378906
1694663081.7293017,12,8.964540481567383
1694667517.635946,13,8.83714485168457
1694671938.468648,14,8.706777572631836
1694676393.3061252,15,8.564652442932129
1694680833.9986744,16,8.455451011657715
1694685297.8282845,17,8.292311668395996
1694689709.2703736,18,8.176508903503418
1694694143.2709353,19,8.068826675415039
1694698432.8709733,20,7.966622352600098
1694702888.3910701,21,7.880086898803711
1694707337.877217,22,7.811717510223389
1694711800.8239992,23,7.752208709716797
1694716255.3074982,24,7.730957508087158
1694720687.7339404,25,7.693156719207764
1694725117.889598,26,7.551882743835449
1694729555.6129045,27,7.5096917152404785
1694734042.6287477,28,7.460844993591309
1694738481.6280382,29,7.4282450675964355
1694742940.1583917,30,7.428621292114258
1694747252.6194708,31,7.402291774749756
1694751699.035118,32,7.395175457000732
1694756149.3498557,33,7.344845294952393
1694760617.8808825,34,7.3172197341918945
1694765119.5792184,35,7.270427227020264
1694769608.2983046,36,7.241297721862793
1694774143.6750474,37,7.163308143615723
1694778562.030191,38,7.147731781005859
1694783047.4351463,39,7.131707668304443
1694787521.2801325,40,7.076664447784424
1694792054.900815,41,7.067451000213623
1694796612.811591,42,7.071897983551025
1694801095.150004,43,7.0536017417907715
1694805588.5894768,44,6.995208740234375
1694810106.2547967,45,6.962091445922852
1694814447.7319736,46,6.980790138244629
1694818839.3996928,47,6.939519882202148
1694823357.0061977,48,6.905919075012207
1694827843.4050496,49,6.8924384117126465
1694832391.7735486,50,6.888904094696045
1694836853.5378163,51,6.867571830749512
1694841351.3370621,52,6.8183207511901855
1694845840.829943,53,28.575428009033203
1694850309.0922112,54,6.87750768661499
1694854665.7390273,55,6.784594535827637
1694859097.1685398,56,6.730686664581299
1694863558.830559,57,6.75693416595459
1694867971.9963858,58,6.714841842651367
1694872407.2356226,59,6.707156181335449
1694876875.9010012,60,6.685872554779053
1694881294.7094338,61,6.702176094055176
1694885727.267431,62,6.673717498779297
1694890181.4650216,63,6.649125576019287
1694894598.0905652,64,6.590168476104736
1694899124.6255343,65,6.589110374450684
1694903547.8379154,66,6.588380813598633
1694908029.9868295,67,6.600491523742676
1694912501.9490924,68,6.572381973266602
1694916932.552642,69,6.905165195465088
1694921357.6066933,70,6.557396411895752
1694925803.7858157,71,7.030520915985107
1694930240.4937105,72,6.495005130767822
1694934699.4845812,73,6.519402027130127
1694939161.8341417,74,6.505537033081055
1694943610.2656004,75,6.515443325042725
1694948070.021342,76,6.572126388549805
1694952531.4099693,77,6.865720748901367
1694956991.819724,78,6.46436071395874
1694961427.9858747,79,6.77596378326416
1694965803.8383884,80,5.5071587562561035
