Wall time,Step,Value
1694609459.084567,0,0.08398404717445374
1694614092.8157597,1,0.05807756632566452
1694618565.653174,2,0.050450973212718964
1694623020.7961185,3,0.04550810158252716
1694627493.46869,4,0.041582707315683365
1694631963.1567833,5,0.038833700120449066
1694636468.0441313,6,0.036128535866737366
1694640906.8765948,7,0.034281328320503235
1694645339.2485127,8,0.03282079100608826
1694649790.6872318,9,0.03178178519010544
1694654222.843145,10,0.030923904851078987
1694658661.6703146,11,0.029736721888184547
1694663081.7293644,12,0.028726207092404366
1694667517.636012,13,0.02815535105764866
1694671938.4686944,14,0.02767097018659115
1694676393.3061917,15,0.02724454551935196
1694680833.9987411,16,0.026916129514575005
1694685297.8283517,17,0.026311581954360008
1694689709.270435,18,0.026512086391448975
1694694143.2709968,19,0.025521645322442055
1694698432.8710198,20,0.025189658626914024
1694702888.391115,21,0.024931712076067924
1694707337.877285,22,0.024683553725481033
1694711800.824043,23,0.024496018886566162
1694716255.3075435,24,0.024283485487103462
1694720687.7340102,25,0.02412264794111252
1694725117.8896642,26,0.023865751922130585
1694729555.6129503,27,0.02359793707728386
1694734042.6288137,28,0.023445310071110725
1694738481.6281037,29,0.023183217272162437
1694742940.1584356,30,0.022993387654423714
1694747252.6195333,31,0.023028282448649406
1694751699.035167,32,0.022945303469896317
1694756149.349917,33,0.022774310782551765
1694760617.8809597,34,0.022696318104863167
1694765119.5792859,35,0.022771771997213364
1694769608.2983696,36,0.022305337712168694
1694774143.6750948,37,0.022016076371073723
1694778562.030258,38,0.021956095471978188
1694783047.4352114,39,0.02217189036309719
1694787521.2802067,40,0.021795500069856644
1694792054.9008832,41,0.021856136620044708
1694796612.811656,42,0.022009607404470444
1694801095.1500506,43,0.021856289356946945
1694805588.5895512,44,0.02163945697247982
1694810106.2548614,45,0.021553626284003258
1694814447.732042,46,0.024205682799220085
1694818839.399825,47,0.021320050582289696
1694823357.0062466,48,0.021160094067454338
1694827843.4051192,49,0.022106371819972992
1694832391.773602,50,0.021172814071178436
1694836853.5378852,51,0.02438986860215664
1694841351.3371065,52,0.0209340937435627
1694845840.82999,53,7.964245796203613
1694850309.092285,54,0.02135046385228634
1694854665.7390902,55,0.02086651138961315
1694859097.168606,56,0.020583007484674454
1694863558.8306108,57,0.02040451392531395
1694867971.9964542,58,0.020471250638365746
1694872407.2356887,59,0.020514309406280518
1694876875.9010456,60,0.02051534876227379
1694881294.7095003,61,0.020935367792844772
1694885727.267476,62,0.02192826382815838
1694890181.46507,63,0.020213071256875992
1694894598.090607,64,0.0205201655626297
1694899124.6256008,65,0.020152531564235687
1694903547.8379884,66,0.020400524139404297
1694908029.9868782,67,0.05943138152360916
1694912501.949158,68,0.020800001919269562
1694916932.5527208,69,0.2651093602180481
1694921357.6067364,70,0.022440334782004356
1694925803.7858636,71,0.065605528652668
1694930240.493757,72,0.01991417445242405
1694934699.4846442,73,0.019933553412556648
1694939161.8342109,74,0.038032837212085724
1694943610.2656476,75,0.020587550476193428
1694948070.0214138,76,0.022802716121077538
1694952531.410011,77,0.059805333614349365
1694956991.8197687,78,0.019787924364209175
1694961427.985943,79,0.2330879420042038
1694965803.8384304,80,0.016588492318987846
1694970188.3546672,81,0.01637505553662777
1694974504.3753176,82,0.04934951663017273
1694978796.1405616,83,0.04359181597828865
1694983159.9272826,84,0.016293225809931755
1694987655.707851,85,0.0159224271774292
1694992014.5572226,86,0.01584220863878727
1694996368.2267742,87,0.3235788345336914
1695000723.0199401,88,0.9041939973831177
1695005091.0298724,89,0.015932252630591393
1695009455.5480154,90,0.015715425834059715
1695013822.4755464,91,0.015644820407032967
1695018156.2307217,92,0.015772255137562752
1695022652.9344094,93,0.020292632281780243
1695026961.5141177,94,0.01541498489677906
1695031478.9670477,95,0.015537794679403305
1695035825.5226908,96,0.015392412431538105
1695040166.869713,97,0.018340742215514183
1695044480.8321147,98,0.015370732173323631
1695048824.1170678,99,0.015455701388418674
1695053189.8051863,100,0.05902703478932381
1695057542.8827453,101,0.08266936987638474
1695061908.6541271,102,0.05044587701559067
1695066266.255491,103,0.01543030422180891
1695070618.814665,104,17624.05078125
1695074973.339894,105,0.01528882049024105
